file,length_offset,text_offset,byte_length,original_text,translation
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104214,104218,170,韩菱纱：再说一般的剑长不过三尺左右，这把剑却超出许多，最怪异的是，剑柄和剑身之间没有剑格，要怎么握啊？江湖规矩，文剑挂剑穗，武剑不挂，要说你这把剑是“武剑”，偏又不像……,"Han Lingsha: Besides, ordinary swords are about three chi long at most, but this one is much longer. The strangest part is there's no guard between the hilt and the blade-how do you even hold it? By martial arts customs, decorative swords have tassels, while combat swords don't. If we say your sword is a 'combat sword', it doesn't quite fit..."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104397,104401,40,云天河：剑不是只分用来砍的和用来射的吗？,Yun Tianhe: Aren't swords only divided into ones for slashing and ones for shooting?
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104450,104454,60,韩菱纱：大～错～特～错！除了你这种山顶野人，谁会把剑拿来射！,"Han Lingsha: Dead~ wrong! Except for a mountain barbarian like you, who would shoot with a sword!"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104523,104527,86,韩菱纱：寻常剑以铁铜打造，再好一点也不过是乌金、玄铁，你这把倒是非金非玉，看不出质地。,"Han Lingsha: Ordinary swords are made of iron or bronze, better ones from black gold or dark iron. Yours seems neither metal nor jade, can't tell the material."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104622,104626,44,云天河：那个……用来砍的剑不是用木头做的吗？,Yun Tianhe: That... Aren't swords for chopping made of wood?
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104679,104683,44,韩菱纱：不一样不一样，那只是小孩子耍着玩的。,"Han Lingsha: It's not the same, not the same. That's just child's play."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104736,104740,34,韩菱纱：对了，这把剑叫什么名字啊？,"Han Lingsha: Right, what's the name of this sword?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104783,104787,34,云天河：哦，这我爹交代过～这是剑！,"Yun Tianhe: Oh, my Father told me about this~ It-is-a Sword!"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104830,104834,52,韩菱纱：你耍我呢？我也知道这是剑，我问它有没有名字。,"Han Lingsha: Are you teasing me? I know it's a sword, I'm asking if it has a name."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104895,104899,40,云天河：我说了，它的名字就叫“这是剑”。,"Yun Tianhe: I said, its name is 'It-is-a Sword'."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,104948,104952,76,韩菱纱：嘻嘻，怎么可能～我看这把剑即便不是神兵，也算利器，哪会取这种蠢名字？,"Han Lingsha: Hehe, as if~ Even if this sword isn't a divine weapon, it's still a fine blade. Who'd give it such a silly name?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105037,105041,26,云天河：名字是爹亲口说的。,Yun Tianhe: The name was told to me by Father himself.
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105076,105080,72,云天河：有一回我问他，既然木头做的剑叫“木剑”，那这把蓝色的剑又叫什么。,"Yun Tianhe: Once I asked him, since a sword made of wood is called 'wooden sword', then what's this blue sword called."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105161,105165,194,云天河：爹那天心情好像不怎么好，脸上都不笑，就说名字有什么重要，今天你叫“云天河”，明天也可以改叫“云阿三”，但你还是你。剑也一样，你喜欢取什么名字都行，嫌麻烦就干脆叫“这是剑”，又简单又好记。,"Yun Tianhe: Dad seemed in a bad mood that day, not smiling at all. He just said, 'What's so important about a name? Today you're called Yun Tianhe, tomorrow you could change it to Yun A'san, but you'd still be you'. It's the same with the sword. You can call it whatever you like. If it's too much trouble, just call it 'It-is-a Sword'-simple and easy to remember."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105385,105389,32,韩菱纱：哈、哈哈～你爹真有意思！,"Han Lingsha: Ha, haha~ Your dad is really interesting!"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105430,105434,68,云天河：不对，他是厉害，我打赢了山里那只吊睛白老虎，也还是打不赢他！,"Yun Tianhe: No, he's strong. I beat the striped white tiger in the mountains, but I still couldn't beat him!"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105511,105515,32,韩菱纱：（……又在说傻话了……）,Han Lingsha: (...Talking nonsense again...)
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105556,105560,86,韩菱纱：好好好，你说得都对，如果他这么厉害，说不定真的认识剑仙，这个山洞里也有大秘密。,"Han Lingsha: Alright, alright, you're right. If he's that amazing, maybe he really knows Sword Immortals, and this cave holds big secrets too."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105655,105659,62,韩菱纱：喂，我们来都来了，入了宝山哪有空手而回的？嘻嘻，走啦～,"Han Lingsha: Hey, we're already here. How can we leave a treasure mountain empty-handed? Hehe, let's go~"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105730,105734,28,云天河：等一下，你不能乱闯！,"Yun Tianhe: Wait, you can't just barge in!"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105806,105810,56,韩菱纱：喂，快来看！这玉石好漂亮！像有光在里面流动一样。,"Han Lingsha: Hey, come look! This jade is so beautiful! It's like light is flowing inside."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,105875,105879,124,韩菱纱：不过呢，依我看修这个墓的人是个大大的外行，洞外就有瀑布河流，穴前去水可是大忌，俗话说“穴前水去不聚，则生气外泄”呢！,"Han Lingsha: However, in my opinion, the person who built this tomb was a complete amateur. There's a waterfall and river right outside the cave; having water flow away from the tomb entrance is a major taboo. As the saying goes, 'If water flows away from the tomb, it disperses the vital energy'."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106012,106016,172,韩菱纱：（最古怪的还是这些冰，和我以前在冰川古墓里见过的一样，硬得不得了……只可惜这回出门前没准备，那些宝贝也没带在身上，不然一定能把冰层破了……这棺材里肯定大有玄机……）,"Han Lingsha: (The strangest thing is still this ice. It's exactly like what I saw before in the glacier tomb-incredibly hard... Too bad I didn't prepare before leaving this time, and I didn't bring those treasures with me. Otherwise, I could definitely break through the ice layer... There must be something mysterious inside this coffin...)"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106197,106201,42,云天河：这里…………难道就是爹和娘的墓室？,Yun Tianhe: This place... Could it be my father and mother's tomb chamber?
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106252,106256,64,韩菱纱：好冷……整个山洞就这儿最冷，还莫名其妙结了这么厚的冰……,"Han Lingsha: So cold... This is the coldest spot in the whole cave, and there's inexplicably such thick ice here..."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106329,106333,40,韩菱纱：对了，你刚才说什么？什么爹和娘？,"Han Lingsha: Right, what did you just say? Something about dad and mom?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106382,106386,80,云天河：我爹说过，他死了以后要和我娘合葬在这里，他不想被打扰，连我也是第一次——,"Yun Tianhe: My father said that after he died, he wanted to be buried here with my mother. He didn't want to be disturbed. Even I'm here for the first time-"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106475,106479,24,韩菱纱：慢慢慢慢——慢！,Han Lingsha: Slow slow slow-slow!
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106512,106516,40,韩菱纱：你、你说清楚！这是你爹娘的墓室？,"Han Lingsha: Y-you, explain clearly! This is your parents' tomb chamber?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106565,106569,14,云天河：嗯……,Yun Tianhe: Mm...
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106592,106596,56,韩菱纱：那那那那——那么～这两副棺木里就是他们的尸骨？！,Han Lingsha: Th-th-th-th-that means... these two coffins contain their remains?!
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106661,106665,50,云天河：应该是吧……除非这个山洞里还有其他的墓室。,Yun Tianhe: Should be... Unless there are other tomb chambers in this cave.
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106724,106728,46,韩菱纱：咦？！你看，后面山壁上好像还有……字？,"Han Lingsha: Huh?! Look, on the mountain wall behind, there seem to be... words?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106783,106787,30,韩菱纱：是用剑锋刻上去的！……,Han Lingsha: It was carved with the sword's edge! ...
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106826,106830,26,云天河：写的是……啥意思？,Yun Tianhe: It says... what does it mean?
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106865,106869,82,韩菱纱：前面两句……说的是秦始皇、汉武帝求仙问道的事，后面两句嘛，我也不太明白……,"Han Lingsha: The first two lines... talk about Qin Shi Huang and Emperor Wu of Han seeking immortality. The last two, I'm not too sure either..."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,106960,106964,36,云天河：秦始皇、汉武帝？又是什么人？,"Yun Tianhe: Qin Shi Huang, Emperor Wu of Han? Who are they?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107009,107013,50,韩菱纱：唔……真看不出你这样一个山顶野人，居然……,Han Lingsha: Hmm...I truly can't believe that a mountain barbarian like you would actually...
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107072,107076,40,韩菱纱：你爹和你娘难道就是传说中的剑仙？,"Han Lingsha: Your father and mother, could they be the legendary Sword Immortals?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107125,107129,20,云天河：剑仙是什么？,Yun Tianhe: What's a Sword Immortal?
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107158,107162,64,韩菱纱：你、你再仔细想想，你爹真的没有说起过“剑仙”之类的话吗？,"Han Lingsha: Y-you, think carefully. Did your father really never mention anything about 'sword immortals' or the like?"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107235,107239,48,云天河：爹只教我练剑，说长大以后不至于受人欺负。,"Yun Tianhe: Father only taught me sword practice, said when I grew up I wouldn't be bullied."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107303,107307,78,韩菱纱：（……你这一身蛮力，像个野人，又学了剑术，不欺负别人已经是万幸了……）,"Han Lingsha: (...With your brute strength, like a barbarian, and now learning swordsmanship, not bullying others is already a blessing...)"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107394,107398,104,韩菱纱：方才看你使剑，不像懂得以气御剑，真正的剑仙都可御剑而飞，瞬息千里，寻常人一辈子也做不到这样的事。,"Han Lingsha: Just now, watching you wield the sword, it didn't seem like you know how to control the sword with qi. True Sword Immortals can fly on their swords, covering thousands of miles in an instant-something ordinary people could never achieve in a lifetime."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107511,107515,18,云天河：以气御剑？,Yun Tianhe: Control sword with qi?
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107542,107546,100,云天河：这个爹说过的，他说那是很难达到的境界，还不如学点强身的剑术杀杀野猪来得实在，至少不会饿肚子。,"Yun Tianhe: Dad mentioned this before. He said it's a very hard state to achieve, and it's better to learn some practical swordsmanship for self-defense and hunting wild boars-at least you won't go hungry."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107655,107659,37,韩菱纱：（……高人的行事当真古怪。） ,Han Lingsha: (...Behaviours of a Master are truly strange.)
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107705,107709,164,韩菱纱：哎～用膝盖想都知道，你肯定也不明白仙术是什么，不过资质倒是很好。我刚才念的那些咒法也是从一本古书上看来的，没修炼多久，要不是为了打那些符灵，才不会告诉你呢！,"Han Lingsha: Hey~ It's obvious even to a fool that you don't understand what immortal arts are either, though your aptitude is quite good. Those spells I just recited are from an ancient book I read. I haven't practiced long, and I wouldn't have told you if not for dealing with those Talisman Spirits!"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107882,107886,66,云天河：我又不想知道，听你那样念，我胡乱想一通，手脚都不受控制了。,"Yun Tianhe: I didn't want to know. Hearing you chant like that, my thoughts went wild, and my limbs stopped obeying me."
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,107961,107965,84,韩菱纱：你这大呆子，天底下多少人做梦都想学的五灵仙术，被你讲成这样，少得了便宜卖乖～,"Han Lingsha: You big fool, the Five Element Immortal Arts that countless people in the world dream of learning, you describe them like that. Don't act coy after getting a bargain~"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108058,108062,12,云天河：哦。,Yun Tianhe: Oh.
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108083,108087,52,韩菱纱：什么“哦”，你装傻啊？一副有听没懂的样子……,Han Lingsha: What 'oh'? Are you playing dumb? Looking like you heard but didn't understand...
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108148,108152,22,云天河：我是没太懂……,Yun Tianhe: I didn't quite get it...
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108183,108187,60,韩菱纱：喂，我把我知道的都告诉你了，换你说说剑仙前辈的事了！,"Han Lingsha: Hey, I've told you everything I know. Now it's your turn to talk about the Sword Immortal senior!"
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108256,108260,22,云天河：剑仙……前辈？,Yun Tianhe: Sword Immortal... senior?
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108291,108295,26,韩菱纱：就是你爹和你娘嘛。,Han Lingsha: I mean your dad and your mom.
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108330,108334,14,云天河：哦……,Yun Tianhe: Oh...
.\pal4-pack-tool\ToBeCompressed-script\M01.csb,108357,108361,74,云天河：我没见过我娘，听爹说，她生下我之后没多久就死了，她是世上最好的人。,Yun Tianhe: I never met my mom. Dad said she died not long after giving birth to me. She was the best person in the world.
